"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDFG","WESD","WESF","WSFG"
"CA001108380","VANCOUVER SEA ISLAND CCG, BC CA","2021-04-06",,,"0.00",,,"45","55","35",,,,
"CA001108380","VANCOUVER SEA ISLAND CCG, BC CA","2021-04-07",,,"0.05",,,"44","47","42","   17",,,"80.5"
"CA001108380","VANCOUVER SEA ISLAND CCG, BC CA","2021-04-08",,,"0.06",,,"46","51","41","   29",,,"120.8"
"CA001108380","VANCOUVER SEA ISLAND CCG, BC CA","2021-04-09",,,"0.04",,,"42","47","37","   16",,,"85.0"
"CA001108380","VANCOUVER SEA ISLAND CCG, BC CA","2021-04-10",,,"0.10",,,"42","49","35","   31",,,"111.8"
"CA001108380","VANCOUVER SEA ISLAND CCG, BC CA","2021-04-11",,,"0.00",,,"40","49","32",,,,
"CA001108380","VANCOUVER SEA ISLAND CCG, BC CA","2021-04-12",,,"0.01",,,"44","54","34","   32",,,"78.3"
"CA001108380","VANCOUVER SEA ISLAND CCG, BC CA","2021-04-13",,,"0.02",,,"49","58","40","   30",,,"76.1"
"CA001108380","VANCOUVER SEA ISLAND CCG, BC CA","2021-04-14",,,"0.02",,,"47","59","35","   30",,,"76.1"
"CA001108380","VANCOUVER SEA ISLAND CCG, BC CA","2021-04-15",,,"0.00",,,"52","64","40",,,,
"CA001108380","VANCOUVER SEA ISLAND CCG, BC CA","2021-04-16",,,"0.00",,,"53","62","43",,,,
"CA001108380","VANCOUVER SEA ISLAND CCG, BC CA","2021-04-17",,,"0.01",,,"54","66","43",,,,
"CA001108380","VANCOUVER SEA ISLAND CCG, BC CA","2021-04-18",,,"0.00",,,"54","65","43",,,,
"CA001108380","VANCOUVER SEA ISLAND CCG, BC CA","2021-04-19",,,"0.00",,,"56","66","46",,,,
"CA001108380","VANCOUVER SEA ISLAND CCG, BC CA","2021-04-20",,,"0.00",,,"53","61","44",,,,
"CA001108380","VANCOUVER SEA ISLAND CCG, BC CA","2021-04-21",,,"0.00",,,"51","59","43","   27",,,"87.2"
"CA001108380","VANCOUVER SEA ISLAND CCG, BC CA","2021-04-22",,,"0.00",,,"52","60","44","   30",,,"76.1"
"CA001108380","VANCOUVER SEA ISLAND CCG, BC CA","2021-04-23",,,"0.00",,,"53","58","48",,,,
"CA001108380","VANCOUVER SEA ISLAND CCG, BC CA","2021-04-24",,,"0.31",,,"50","53","47",,,,
"CA001108380","VANCOUVER SEA ISLAND CCG, BC CA","2021-04-25",,,"0.28",,,"50","54","46",,,,
"CA001108380","VANCOUVER SEA ISLAND CCG, BC CA","2021-04-26",,,"0.00",,,"51","57","45",,,,
"CA001108380","VANCOUVER SEA ISLAND CCG, BC CA","2021-04-27",,,"0.00",,,"52","59","45",,,,
"CA001108380","VANCOUVER SEA ISLAND CCG, BC CA","2021-04-28",,,"0.03",,,"54","58","50",,,,
"CA001108380","VANCOUVER SEA ISLAND CCG, BC CA","2021-04-29",,,"0.00",,,"57","65","49",,,,
"CA001108380","VANCOUVER SEA ISLAND CCG, BC CA","2021-04-30",,,"0.47",,,"58","65","51","   31",,,"73.8"
"CA001108380","VANCOUVER SEA ISLAND CCG, BC CA","2021-05-01",,,"0.00",,,"54","59","48",,,,
"CA001108380","VANCOUVER SEA ISLAND CCG, BC CA","2021-05-02",,,"0.00",,,"51","60","43",,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-01-01",,,"0.81","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-01-02",,,"0.61","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-01-03",,,"1.11","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-01-04",,,"0.56","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-01-05",,,"0.56","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-01-06",,,"1.85","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-01-07",,,"0.00","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-01-08",,,"0.05","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-01-09",,,"0.47","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-01-10",,,"0.22","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-01-11",,,"0.13","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-01-12",,,"1.55","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-01-13",,,"0.92","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-01-14",,,"0.00","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-01-15",,,"0.37","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-01-16",,,"0.01","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-01-17",,,"0.27","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-01-18",,,"0.05","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-01-19",,,"0.00","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-01-20",,,"0.00","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-01-21",,,"0.01","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-01-22",,,"0.00","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-01-23",,,"0.00","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-01-24",,,"0.01","0.0","0.0",,,,,"0.0","0.0",
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-01-25",,,"0.64","0.0","0.0",,,,,,"0.0",
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-01-26",,,"0.09","0.0","0.0",,,,,,"0.0",
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-01-27",,,"0.01","0.0","0.0",,,,,"0.0","0.0",
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-01-28",,,"0.16","0.1","0.0",,,,,,"0.1",
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-01-29",,,"0.00","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-01-30",,,"0.09","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-01-31",,,"0.16","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-02-01",,,"0.91","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-02-02",,,"1.13","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-02-03",,,"0.20","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-02-04",,,"0.02","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-02-05",,,"0.57","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-02-06",,,"0.15","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-02-07",,,"0.50","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-02-08",,,"0.01","0.1","0.1",,,,,"0.0","0.0",
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-02-09",,,"0.02","0.2","0.0",,,,,,"0.0",
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-02-10",,,"0.00","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-02-11",,,"0.01","0.1","0.0",,,,,,"0.0",
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-02-12",,,"0.00","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-02-13",,,"0.04","0.4","0.4",,,,,"0.0","0.0",
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-02-14",,,"0.10","1.7","1.8",,,,,"0.1","0.1",
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-02-15",,,"0.44","1.1","1.2",,,,,"0.3","0.1",
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-02-16",,,"0.23","0.0","0.1",,,,,"0.1",,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-02-17",,,"0.01","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-02-18",,,"0.00","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-02-19",,,"0.52","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-02-20",,,"0.09","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-02-21",,,"0.68","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-02-22",,,"0.54","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-02-23",,,"0.00","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-02-24",,,"0.06","0.3","0.0",,,,,,"0.1",
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-02-25",,,"0.80","2.3","2.2",,,,,"0.5","0.6",
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-02-26",,,"0.06","0.0","0.4",,,,,"0.1",,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-02-27",,,"0.00","0.0","0.0",,,,,"0.0",,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-02-28",,,"0.22","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-03-01",,,"0.13","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-03-02",,,"0.00","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-03-03",,,"0.00","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-03-04",,,"0.00","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-03-05",,,"0.73","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-03-06",,,"0.40","0.0","0.0",,,,,,"0.0",
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-03-07",,,"0.26","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-03-08",,,"0.49","0.3","0.0",,,,,,"0.1",
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-03-09",,,"0.00","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-03-10",,,"0.00","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-03-11",,,"0.00","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-03-12",,,"0.00","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-03-13",,,"0.00","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-03-14",,,"0.00","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-03-15",,,"0.58","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-03-16",,,"0.00","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-03-17",,,"0.00","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-03-18",,,"0.00","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-03-19",,,"0.32","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-03-20",,,"0.50","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-03-21",,,"0.19","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-03-22",,,"1.28","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-03-23",,,"0.00","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-03-24",,,"0.31","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-03-25",,,"0.42","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-03-26",,,"0.00","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-03-27",,,"0.00","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-03-28",,,"0.59","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-03-29",,,"0.32","0.0","0.0",,,,,,"0.0",
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-03-30",,,"0.00","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-03-31",,,"0.00","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-04-01",,,"0.00","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-04-02",,,"0.00","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-04-03",,,"0.02","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-04-04",,,"0.08","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-04-05",,,"0.03","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-04-06",,,"0.00","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-04-07",,,"0.00","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-04-08",,,"0.40","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-04-09",,,"0.00","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-04-10",,,"0.34","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-04-11",,,"0.00","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-04-12",,,"0.00","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-04-13",,,"0.00","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-04-14",,,"0.00","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-04-15",,,"0.00","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-04-16",,,"0.00","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-04-17",,,"0.00","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-04-18",,,"0.00","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-04-19",,,"0.00","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-04-20",,,"0.00","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-04-21",,,"0.00","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-04-22",,,"0.00","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-04-23",,,"0.00","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-04-24",,,"0.16","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-04-25",,,"0.54","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-04-26",,,"0.19","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-04-27",,,"0.00","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-04-28",,,"0.00","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-04-29",,,"0.03","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-04-30",,,"0.34","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-05-01",,,"0.10","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-05-02",,,"0.00","0.0","0.0",,,,,,,
"CA1BC000079","COQUITLAM 3.1 E, BC CA","2021-05-03",,,"0.00","0.0","0.0",,,,,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-01-01",,,"0.69","0.0","0.0","45","48","42",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-01-02",,,"1.26","0.0","0.0","47","47","46",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-01-03",,,"0.68","0.0","0.0","42","47","36",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-01-04",,,"0.58","0.0","0.0","42","45","39",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-01-05",,,"1.69","0.0","0.0","42","45","39",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-01-06",,,"0.02","0.0","0.0","44","48","39",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-01-07",,,"0.07","0.0","0.0","41","46","36",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-01-08",,,"0.41","0.0","0.0","40","43","37",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-01-09",,,"0.28","0.0","0.0","39","43","36",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-01-10",,,"0.21","0.0","0.0","44","47","41",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-01-11",,,"1.46","0.0","0.0","40","48","32",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-01-12",,,"1.09","0.0","0.0","48","53","44",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-01-13",,,"0.02","0.0","0.0","45","48","42",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-01-14",,,"0.40","0.0","0.0","41","47","34",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-01-15",,,"0.02","0.0","0.0","45","48","43",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-01-16",,,"0.30","0.0","0.0","43","45","40",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-01-17",,,"0.06","0.0","0.0","43","45","41",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-01-18",,,"0.00","0.0","0.0","41","48","33",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-01-19",,,"0.01","0.0","0.0","40","45","34",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-01-20",,,"0.00","0.0","0.0","42","45","39",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-01-21",,,"0.00","0.0","0.0","44","50","37",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-01-22",,,"0.00","0.0","0.0","36","45","28",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-01-23",,,"0.02","0.0","0.0","34","41","27",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-01-24",,,"0.58","0.0","0.0","36","37","34",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-01-25",,,"0.09","0.0","0.0","36","40","33",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-01-26",,,"0.02","0.0","0.0","40","45","34",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-01-27",,,"0.13","0.0","0.0","36","39","33",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-01-28",,,"0.04","0.0","0.0","40","44","36",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-01-29",,,"0.08","0.0","0.0","39","45","34",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-01-30",,,"0.16","0.0","0.0","43","46","39",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-01-31",,,"0.74","0.0","0.0","43","45","41",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-02-01",,,"1.22","0.0","0.0","42","45","39",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-02-02",,,"0.39","0.0","0.0","39","41","37",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-02-03",,,"0.02","0.0","0.0","39","45","33",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-02-04",,,"0.61","0.0","0.0","41","42","39",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-02-05",,,"0.14","0.0","0.0","42","45","39",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-02-06",,,"0.41","0.0","0.0","43","45","40",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-02-07",,,"0.00","0.0","0.0","40","46","34",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-02-08",,,"0.12","1.2","0.0","33","36","30",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-02-09",,,"0.05","0.0","0.8","30","36","24",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-02-10",,,"0.00","0.0","0.0","29","32","26",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-02-11",,,"0.00","0.0","0.0","28","32","25",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-02-12",,,"0.00","0.0","0.0","27","33","21",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-02-13",,,"0.00","0.0","0.0","31","34","28",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-02-14",,,"0.31","0.0","0.0","33","36","30",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-02-15",,,"0.26","0.0","1.2","33","38","27",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-02-16",,,"0.02","0.0","0.0","39","43","35",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-02-17",,,"0.00","0.0","0.0","39","47","31",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-02-18",,,"0.43","0.0","0.0","37","41","34",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-02-19",,,"0.21","0.0","0.0","41","45","36",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-02-20",,,"0.65","0.0","0.0","40","43","36",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-02-21",,,"0.59","0.0","0.0","44","48","39",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-02-22",,,"0.03","0.0","0.0","44","52","36",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-02-23",,,"0.02","0.0","0.0","39","46","32",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-02-24",,,"0.00","2.0","0.0","36","43","29",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-02-25",,,"0.75","0.0","0.0","38","45","32",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-02-26",,,"0.00","0.0","0.0","40","46","34",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-02-27",,,"0.25","0.0","0.0","37","44","30",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-02-28",,,"0.15","0.0","0.0","42","45","38",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-03-01",,,"0.00","0.0","0.0","43","51","36",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-03-02",,,"0.00","0.0","0.0","39","45","34",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-03-03",,,"0.00","0.0","0.0","46","54","37",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-03-04",,,"0.64","0.0","0.0","46","53","39",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-03-05",,,"0.28","0.0","0.0","48","52","45",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-03-06",,,"0.28","0.0","0.0","45","48","42",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-03-07",,,"0.42","0.0","0.0","44","48","39",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-03-08",,,"0.02","0.0","0.0","44","54","35",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-03-09",,,"0.00","0.0","0.0","46","54","38",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-03-10",,,"0.02","0.0","0.0","40","48","32",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-03-11",,,"0.00","0.0","0.0","42","50","33",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-03-12",,,"0.00","0.0","0.0","45","55","36",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-03-13",,,"0.00","0.0","0.0","48","59","37",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-03-14",,,"0.42","0.0","0.0","47","55","39",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-03-15",,,"0.00","0.0","0.0","38","46","30",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-03-16",,,"0.00","0.0","0.0","41","50","32",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-03-17",,,"0.00","0.0","0.0","47","58","36",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-03-18",,,"0.31","0.0","0.0","46","52","41",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-03-19",,,"0.47","0.0","0.0","48","52","44",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-03-20",,,"0.23","0.0","0.0","45","48","41",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-03-21",,,"2.02","0.0","0.0","43","46","39",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-03-22",,,"0.02","0.0","0.0","44","50","37",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-03-23",,,"0.21","0.0","0.0","43","50","36",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-03-24",,,"0.45","0.0","0.0","42","45","39",,,,
"CA001106CL2","PORT MOODY GLENAYRE, BC CA","2021-03-25",,,"0.00","0.0","0.0","45","51","39",,,,
